Bien	ADVgen	bien
l'	DETdef	le
asens	NOMcom	assens
et	CONcoo	et
par	PRE	par
le	DETdef	le
volenté	NOMcom	volonté
de	PRE	de
mes	DETpos	mon
ancisseurs	NOMcom	ancêtre
,	PONfbl	,
ki	PROrel	qui
bien	ADVgen	bien
pooir	NOMcom	pouvoir
i	PROadv	i
avoient	VERcjg	avoir
de	PRE	de
çou	PROdem	ce
faire	VERinf	faire
,	PONfbl	,
et	CONcoo	et
si	ADVgen	si
fu	VERcjg	estre
fait	VERppe	faire
devant	PRE	devant
ceste	DETdem	cest
cartre	NOMcom	charte
bien	ADVgen	bien
a	PRE	a
sexante	DETcar	soixante
deus	DETcar	deux
ans	NOMcom	an
u	CONcoo	ou
plus	ADVgen	plus
.	PONfrt	.

Et	CONcoo	et
cele	DETdem	cil
meisme	ADJind	même
cartre	NOMcom	charte
avons	VERcjg	avoir
nous	PROper	nous
oïe	VERppe	öir
et	CONcoo	et
veue	VERppe	voir
nouvielement	ADVgen	nouvellement
ens	ADVgen	ens
el	PRE.DETdef	en
praiel	NOMcom	préau
encoste	PRE	encoste
le	DETdef	le
glise	NOMcom	église
Saint	ADJqua	saint
Nicholai	NOMpro	Nicolas
des	PRE.DETdef	de.le
Prés	NOMcom	pré
deviers	PRE	devers
le	DETdef	le
gardin	NOMcom	jardin
,	PONfbl	,
jou	PROper	je
,	PONfbl	,
Watiers	NOMpro	Watier
,	PONfbl	,
sires	NOMcom	seignor
del	PRE.DETdef	de
Caisnoit	NOMpro	Quesnoy
,	PONfbl	,
et	CONcoo	et
Ewras	NOMpro	Evrart
li	DETdef	le
castelains	NOMcom	châtelain
de	PRE	de
Leuse	NOMpro	Leuze
et	CONcoo	et
Stievenes	NOMpro	Etienne
,	PONfbl	,
sires	NOMcom	seignor
de	PRE	de
Leuse	NOMpro	Leuze
et	CONcoo	et
autre	DETind	autre
preudoume	NOMcom	prudhomme
.	PONfrt	.

Et	CONcoo	et
par	PRE	par
ces	DETdem	ce
raisons	NOMcom	raison
et	CONcoo	et
cele	DETdem	cil
cartre	NOMcom	charte
recounois	VERcjg	reconnaître
jou	PROper	je
,	PONfbl	,
Watiers	NOMpro	Watier
,	PONfbl	,
sires	NOMcom	seignor
del	PRE.DETdef	de
Caisnoit	NOMpro	Quesnoy
,	PONfbl	,
ke	CONsub	que
c'	PROdem	ce
est	VERcjg	estre
li	DETdef	le
drois	NOMcom	droit
de	PRE	de
çaus	PROdem	cil
de	PRE	de
le	DETdef	le
glise	NOMcom	église
devant	ADVgen	devant
dite	VERppe	dire
el	PRE.DETdef	en
tiesmoing	NOMcom	témoin
des	PRE.DETdef	de.le
eskievins	NOMcom	échevin
de	PRE	de
le	DETdef	le
poestet	NOMcom	poësté
si	ADVgen	si
coume	CONsub	comme
Hesselin	NOMpro	Hesselin
Gerart	NOMpro	Gérard
de	PRE	de
Coupegnies	NOMpro	Coupegnies
,	PONfbl	,
Hadon	NOMpro	Hadon
de	PRE	de
Viheries	NOMpro	Wihéries
et	CONcoo	et
Hadon	NOMpro	Hadon
le	DETdef	le
Carpentier	NOMpro	Carpentier
et	CONcoo	et
Robuet	NOMpro	Robuet
de	PRE	de
Gaureng	NOMpro	Gaurain
et	CONcoo	et
Ewrart	NOMpro	Evrart
,	PONfbl	,
le	DETdef	le
castelain	NOMcom	châtelain
de	PRE	de
Leuse	NOMpro	Leuze
,	PONfbl	,
Stievenon	NOMpro	Etienne
,	PONfbl	,
le	DETdef	le
maieur	NOMcom	maire
de	PRE	de
Leuse	NOMpro	Leuze
,	PONfbl	,
Colart	NOMpro	Colart
de	PRE	de
Viheries	NOMpro	Wihéries
,	PONfbl	,
le	DETdef	le
maiieur	NOMcom	maire
,	PONfbl	,
Jehan	NOMpro	Jean
Roussiel	NOMpro	Roussiel
de	PRE	de
Breuse	NOMpro	Breuze
,	PONfbl	,
Haniske	NOMpro	Haniske
d'	PRE	de
Angi	NOMpro	Angi
et	CONcoo	et
autres	DETind	autre
preudoumes	NOMcom	prudhomme
assés	ADVgen	assez
de	PRE	de
cele	DETdem	cil
poestet	NOMcom	poësté
et	CONcoo	et
d'	PRE	de
autres	PROind	autre
.	PONfrt	.

Pour	PRE	pour
chou	PROdem	ce
ke	CONsub	que
ciste	DETdem	cist
pais	NOMcom	paix
soit	VERcjg	estre
ferme	ADJqua	ferme
et	CONcoo	et
estale	ADJqua	estable
a	PRE	a
tous	DETind	tous
jours	NOMcom	jour
mais	ADVgen	mais
ke	CONsub	que
par	PRE	par
mortoire	NOMcom	mortoire
de	PRE	de
gens	NOMcom	gens
ne	CONcoo	ne
par	PRE	par
eslongement	NOMcom	eslongement
de	PRE	de
tans	NOMcom	tens
n'	ADVneg	ne
i	PROadv	i
ait	VERcjg	avoir
jamais	ADVgen	jamais
ke	PROrel	que
dire	VERinf	dire
se	CONsub	se
bien	ADVgen	bien
non	ADVneg	non
end	PROadv	en
est	VERcjg	estre
fais	VERppe	faire
cis	DETdem	cist
escris	NOMcom	écrit
et	CONcoo	et
ceste	DETdem	cest
cartre	NOMcom	charte
.	PONfrt	.

S'	ADVgen	si
i	PROadv	i
ai	VERcjg	avoir
pendu	VERppe	pendre
,	PONfbl	,
jou	PROper	je
,	PONfbl	,
Watier	NOMpro	Watier
,	PONfbl	,
mon	DETpos	mon
saiel	NOMcom	sceau
et	CONcoo	et
li	DETdef	le
castelains	NOMcom	châtelain
de	PRE	de
Leuse	NOMpro	Leuze
le	DETdef	le
sien	PROpos	sien
en	PRE	en
tiesmoignage	NOMcom	témoignage
de	PRE	de
le	DETdef	le
pais	NOMcom	paix
.	PONfrt	.

Ce	PROdem	ce
fu	VERcjg	estre
fait	VERppe	faire
l'	DETdef	le
an	NOMcom	an
del	PRE.DETdef	de
Incarnation	NOMcom	incarnation
Nostre	DETpos	notre
Segneur	NOMcom	seigneur
mil	ADJcar	mille
et	CONcoo	et
deus	ADJcar	deux
cens	ADJcar	cent
et	CONcoo	et
trente	ADJcar	trente
et	CONcoo	et
wit	ADJqua	huit
ans	NOMcom	an
,	PONfbl	,
el	PRE.DETdef	en
mois	NOMcom	mois
d'	PRE	de
avril	NOMcom	avril
,	PONfbl	,
devant	PRE	devant
le	DETdef	le
moutier	NOMcom	moutier
de	PRE	de
Ramecrois	NOMpro	Ramecroix
dalés	PRE	delez
le	DETdef	le
puch	NOMcom	puits
.	PONfrt	.

Je	PROper	je
,	PONfbl	,
Hues	NOMpro	Hues
de	PRE	de
Casteillon	NOMpro	Châtillon
,	PONfbl	,
cuens	NOMcom	conte
de	PRE	de
Saint	ADJqua	saint
Pol	NOMpro	Paul
et	CONcoo	et
de	PRE	de
Blois	NOMpro	Blois
,	PONfbl	,
et	CONcoo	et
je	PROper	je
,	PONfbl	,
Marie	NOMpro	Marie
sa	DETpos	son
feme	NOMcom	femme
,	PONfbl	,
contesse	NOMcom	comtesse
de	PRE	de
Blois	NOMpro	Blois
et	CONcoo	et
de	PRE	de
Saint	ADJqua	saint
Pol	NOMpro	Paul
,	PONfbl	,
faisomes	VERcjg	faire
a	PRE	a
savoir	VERinf	savoir
a	PRE	a
touz	DETind	tous
ceus	PROdem	cil
qui	PROrel	que
sunt	VERcjg	être
et	CONcoo	et
qui	PROrel	que
venront	VERcjg	venir
que	CONsub	que
nostres	DETpos	notre
sires	NOMcom	seignor
nostres	DETpos	notre
peres	NOMcom	père
,	PONfbl	,
Gautiers	NOMpro	Gauthier
,	PONfbl	,
sires	NOMcom	seignor
de	PRE	de
Avesnes	NOMpro	Avesnes
,	PONfbl	,
a	VERcjg	avoir
doné	VERppe	doner
et	CONcoo	et
otroié	VERppe	octroyer
a	PRE	a
mon	DETpos	mon
seignor	NOMcom	seignor
Bochart	NOMpro	Bouchart
de	PRE	de
Avesnes	NOMpro	Avesnes
,	PONfbl	,
son	DETpos	son
frere	NOMcom	frère
,	PONfbl	,
et	CONcoo	et
a	PRE	a
ses	DETpos	son
oirs	NOMcom	hoir
Jehan	NOMpro	Jean
et	CONcoo	et
Bauduin	NOMpro	Baudouin
,	PONfbl	,
heritablement	ADVgen	héritablement
,	PONfbl	,
Estreuem	NOMpro	Etroeungt
et	CONcoo	et
totes	DETind	tot
les	DETdef	le
apandances	NOMcom	appendance
et	CONcoo	et
si	ADVgen	si
lor	PROper	il
a	VERcjg	avoir
assené	VERppe	assener
,	PONfbl	,
au	PRE.DETdef	a
devant	NOMcom	devant
dist	VERcjg	dire
Bochart	NOMpro	Bouchart
et	CONcoo	et
a	PRE	a
ses	DETpos	son
oirs	NOMcom	hoir
devant	ADVgen	devant
diz	VERppe	dire
,	PONfbl	,
trois	DETcar	trois
cenz	DETcar	cent
livres	NOMcom	livre
de	PRE	de
blans	ADJqua	blanc
chascun	DETind	chascun
an	NOMcom	an
,	PONfbl	,
a	PRE	a
pramdre	VERinf	prendre
heritablement	ADVgen	héritablement
an	PRE	en
sun	DETpos	son
winage	NOMcom	vinage
de	PRE	de
Avesnes	NOMpro	Avesnes
,	PONfbl	,
es	PRE.DETdef	en.le
forages	NOMcom	forage
,	PONfbl	,
es	PRE.DETdef	en.le
tonliz	VERppe	tonlir
,	PONfbl	,
es	PRE.DETdef	en.le
estelages	NOMcom	étalage
,	PONfbl	,
es	PRE.DETdef	en.le
deniers	NOMcom	denier
de	PRE	de
la	DETdef	le
hale	NOMcom	halle
et	CONcoo	et
es	PRE.DETdef	en.le
apartenances	NOMcom	appartenance
do	PRE.DETdef	de.le
winage	NOMcom	vinage
,	PONfbl	,
des	PRE.DETdef	de.le
premiers	ADJord	premier
deniers	NOMcom	denier
qui	PROrel	que
vanront	VERcjg	venir
au	PRE.DETdef	a
winage	NOMcom	vinage
et	CONcoo	et
aus	PRE.DETdef	à.le
apartenances	NOMcom	appartenance
et	CONcoo	et
aus	PRE.DETdef	à.le
choses	NOMcom	chose
devant	ADVgen	devant
dites	VERppe	dire
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
comance	VERcjg	comencier
la	DETdef	le
prise	NOMcom	prise
do	PRE.DETdef	de.le
winage	NOMcom	vinage
et	CONcoo	et
des	PRE.DETdef	de.le
choses	NOMcom	chose
deseur	ADVgen	dessure
dites	VERppe	dire
chascun	DETind	chascun
an	PRE	en
le	DETdef	le
jor	NOMcom	jor
de	PRE	de
feste	NOMcom	fête
saint	ADJqua	saint
Jehan	NOMpro	Jean
Decollace	NOMpro	Décollace
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
peut	VERcjg	pouvoir
li	DETdef	le
devant	ADVgen	devant
diz	VERppe	dire
Bocharz	NOMpro	Bouchart
metre	VERinf	metre
son	DETpos	son
sergent	NOMcom	serjant
por	PRE	por
reçoivre	VERinf	recevoir
le	DETdef	le
winage	NOMcom	vinage
jusques	PRE	jusque
a	PRE	a
tant	ADVgen	tant
que	CONsub	que
il	PROper	il
oit	VERcjg	ouïr
receues	VERppe	recevoir
les	DETdef	le
trois	ADJcar	trois
cenz	ADJcar	cent
livres	NOMcom	livre
devant	ADVgen	devant
dites	VERppe	dire
contanmentpar	VERinf	comptamper
le	DETdef	le
sergent	NOMcom	serjant
nostre	DETpos	notre
seignor	NOMcom	seignor
nostre	DETpos	notre
pere	NOMcom	père
;	PONfbl	;
et	CONcoo	et
cil	DETdem	cil
dui	ADJcar	deus
sergent	NOMcom	serjant
doivent	VERcjg	devoir
fere	VERinf	faire
fëauté	NOMcom	foauté
de	PRE	de
conter	VERinf	conter
loiaument	ADVgen	loyalement
;	PONfbl	;
et	CONcoo	et
se	CONsub	se
il	PROimp	il
avenoit	VERcjg	advenir
que	CONsub	que
nostre	DETpos	notre
sires	NOMcom	seignor
nostres	DETpos	notre
peres	NOMcom	père
acensesist	VERcjg	accensir
son	DETpos	son
winage	NOMcom	vinage
,	PONfbl	,
cil	PROdem	cel
a	PRE	a
cui	PROrel	que
il	PROper	il
l'	PROper	il
acensiroist	VERcjg	accensir
fineroit	VERcjg	finer
au	PRE.DETdef	a
gré	NOMcom	gré
do	PRE.DETdef	de.le
devant	ADVgen	devant
dist	VERcjg	dire
Bochart	NOMpro	Bouchart
des	PRE.DETdef	de.le
devant	ADVgen	devant
diz	VERppe	dire
trois	DETcar	trois
cenz	DETcar	cent
lb.	ABR	libra
ou	PROrel	où
il	PROper	il
i	PROadv	i
metroit	VERcjg	metre
son	DETpos	son
sergent	NOMcom	serjant
tant	ADVgen	tant
que	CONsub	que
li	DETdef	le
denier	NOMcom	denier
devant	ADVgen	devant
dist	VERppe	dire
fusseint	VERcjg	être
receu	VERppe	recevoir
par	PRE	par
loial	ADJqua	loyal
conte	NOMcom	conte
par	PRE	par
le	DETdef	le
sergent	NOMcom	serjant
nostre	DETpos	notre
seignor	NOMcom	seignor
nostre	DETpos	notre
pere	NOMcom	père
et	CONcoo	et
par	PRE	par
le	DETdef	le
sergent	NOMcom	serjant
do	PRE.DETdef	de.le
devant	ADVgen	devant
dist	VERcjg	dire
Bochart	NOMpro	Bouchart
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
a	VERcjg	avoir
doné	VERppe	doner
nostre	DETpos	notre
sires	NOMcom	seignor
nostre	DETpos	notre
peres	NOMcom	père
au	PRE.DETdef	a
devant	ADVgen	devant
dist	VERcjg	dire
Bochart	NOMpro	Bouchart
la	DETdef	le
moitié	NOMcom	moitié
do	PRE.DETdef	de.le
winage	NOMcom	vinage
de	PRE	de
Boloigne	NOMpro	Boulogne
;	PONfbl	;
et	CONcoo	et
an	PRE	en
tel	DETind	tel
maniere	NOMcom	manière
com	CONsub	come
ci	ADVgen	ci
devant	ADVgen	devant
est	VERcjg	estre
dist	VERppe	dire
do	PRE.DETdef	de.le
winage	NOMcom	vinage
de	PRE	de
Avesnes	NOMpro	Avesnes
an	PRE	en
pramdra	NOMcom	premder
li	DETdef	le
devant	ADVgen	devant
diz	VERppe	dire
Bocharz	NOMpro	Bouchart
cent	DETcar	cent
livres	NOMcom	livre
au	PRE.DETdef	a
winage	NOMcom	vinage
de	PRE	de
Lamdercies	NOMpro	Landrecies
,	PONfbl	,
et	CONcoo	et
au	PRE.DETdef	a
winage	NOMcom	vinage
de	PRE	de
Guise	NOMpro	Guise
trois	DETcar	trois
cenz	DETcar	cent
livres	NOMcom	livre
tot	ADVgen	tot
an	PRE	en
tel	DETind	tel
maniere	NOMcom	manière
com	CONsub	come
il	PROper	il
est	VERcjg	estre
dist	VERppe	dire
do	PRE.DETdef	de.le
winage	NOMcom	vinage
de	PRE	de
Avesnes	NOMpro	Avesnes
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
a	VERcjg	avoir
doné	VERppe	doner
nostre	DETpos	notre
sires	NOMcom	seignor
nostre	DETpos	notre
peres	NOMcom	père
au	PRE.DETdef	a
devant	ADVgen	devant
dist	VERcjg	dire
Bochart	NOMpro	Bouchart
tote	DETind	tot
la	DETdef	le
terre	NOMcom	terre
que	PROrel	que
mesires	NOMcom	messire
Guiz	NOMpro	Guy
,	PONfbl	,
ses	DETpos	son
freres	NOMcom	frère
,	PONfbl	,
tint	VERcjg	tenir
dela	PRE	delà
la	DETdef	le
Haye	NOMpro	Haye
de	PRE	de
Avesnes	NOMpro	Avesnes
,	PONfbl	,
ainsint	ADVgen	ainsi
com	CONsub	come
il	PROper	il
la	PROper	il
tint	VERcjg	tenir
;	PONfbl	;
et	CONcoo	et
si	ADVgen	si
a	VERcjg	avoir
quité	VERppe	quitter
a	PRE	a
icelui	DETdem	cil
Bochart	NOMpro	Bouchart
et	CONcoo	et
a	PRE	a
ses	DETpos	son
oirs	NOMcom	hoir
toz	DETind	tot
les	DETdef	le
homages	NOMcom	hommage
qui	PROrel	que
meuvent	VERcjg	mouvoir
de	PRE	de
la	DETdef	le
terre	NOMcom	terre
de	PRE	de
Estruen	NOMpro	Etroeungt
;	PONfbl	;
et	CONcoo	et
se	CONsub	se
li	DETdef	le
winage	NOMcom	vinage
des	PRE.DETdef	de.le
trois	ADJcar	trois
leus	NOMcom	lieu
devant	ADVgen	devant
diz	VERppe	dire
ne	ADVneg	ne
valoient	VERcjg	valoir
cel	DETdem	cil
asenement	NOMcom	assignement
qui	PROrel	que
est	VERcjg	estre
diz	VERppe	dire
,	PONfbl	,
nostres	DETpos	notre
sires	NOMcom	seignor
nostre	DETpos	notre
peres	NOMcom	père
et	CONcoo	et
si	DETpos	son
oir	NOMcom	hoir
est	VERcjg	estre
tenuz	VERppe	tenir
au	PRE.DETdef	a
parfere	NOMcom	parfaire
se	CONsub	se
il	PROper	il
ne	ADVneg	ne
decheoist	VERcjg	déchoir
par	PRE	par
conmune	ADJqua	commun
guerre	NOMcom	guerre
;	PONfbl	;
et	CONcoo	et
par	PRE	par
ces	DETdem	ce
choses	NOMcom	chose
qui	PROrel	que
ci	ADVgen	ci
devant	ADVgen	devant
sunt	VERcjg	être
dites	VERppe	dire
a	PRE	a
li	PROper	il
diz	VERppe	dire
Bocharz	NOMpro	Bouchart
et	CONcoo	et
si	ADVgen	si
oir	NOMcom	hoir
Jehans	NOMpro	Jean
et	CONcoo	et
Bauduins	NOMpro	Baudouin
quité	VERppe	quitter
a	PRE	a
nostre	DETpos	notre
seignor	NOMcom	seignor
nostre	DETpos	notre
pere	NOMcom	père
et	CONcoo	et
a	PRE	a
ses	DETpos	son
oirs	NOMcom	hoir
tote	DETind	tot
la	DETdef	le
terre	NOMcom	terre
qui	PROrel	que
lor	PROper	il
vient	VERcjg	venir
de	PRE	de
par	PRE	par
lor	DETpos	lor
pere	NOMcom	père
et	CONcoo	et
de	PRE	de
par	PRE	par
lor	DETpos	lor
mere	NOMcom	mere
,	PONfbl	,
c'	PROdem	ce
est	VERcjg	estre
a	PRE	a
savoir	VERinf	savoir
a	PRE	a
moi	PROper	je
et	CONcoo	et
a	PRE	a
Marie	NOMpro	Marie
,	PONfbl	,
ma	DETpos	mon
feme	NOMcom	femme
,	PONfbl	,
et	CONcoo	et
a	PRE	a
ses	DETpos	son
oirs	NOMcom	hoir
;	PONfbl	;
et	CONcoo	et
se	ADVgen	si
l'	PROper	il
a	VERcjg	avoir
quité	VERppe	quitter
cil	DETdem	cil
Bocharz	NOMpro	Bouchart
an	PRE	en
la	DETdef	le
cort	NOMcom	cort
des	PRE.DETdef	de.le
seignors	NOMcom	seignor
ainsint	ADVgen	ainsi
com	CONsub	come
droiz	NOMcom	droit
l'	PROper	il
a	VERcjg	avoir
anseigné	VERppe	enseigner
;	PONfbl	;
et	CONcoo	et
nostres	DETpos	notre
sires	NOMcom	seignor
nostre	DETpos	notre
peres	NOMcom	père
li	PROper	il
a	VERcjg	avoir
cele	DETdem	cil
terre	NOMcom	terre
asegnee	VERppe	assigner
si	ADVgen	si
bien	ADVgen	bien
fetement	ADVgen	faitement
com	CONsub	come
droiz	NOMcom	droit
et	CONcoo	et
corz	NOMcom	cort
l'	PROper	il
ont	VERcjg	avoir
anseigné	VERppe	enseigner
;	PONfbl	;
et	CONcoo	et
ces	DETdem	ce
choses	NOMcom	chose
devant	ADVgen	devant
dites	VERppe	dire
avons	VERcjg	avoir
loees	VERppe	louer
et	CONcoo	et
otroiees	VERppe	octroyer
.	PONfrt	.

Totes	DETind	tot
ces	DETdem	ce
choses	NOMcom	chose
devant	ADVgen	devant
dites	VERppe	dire
tient	VERcjg	tenir
li	DETdef	le
devant	ADVgen	devant
diz	VERppe	dire
Bocharz	NOMpro	Bouchart
de	PRE	de
nostre	DETpos	notre
seignor	NOMcom	seignor
nostre	DETpos	notre
pere	NOMcom	père
an	PRE	en
fié	NOMcom	fief
et	CONcoo	et
an	PRE	en
homage	NOMcom	omage
lige	ADJqua	lige
.	PONfrt	.

Et	CONcoo	et
por	PRE	por
ce	PROdem	ce
que	CONsub	que
ce	PROdem	ce
soit	VERcjg	estre
ferm	ADJqua	ferme
et	CONcoo	et
estable	ADJqua	estable
,	PONfbl	,
nos	PROper	nos
avons	VERcjg	avoir
ces	DETdem	ce
letres	NOMcom	lettre
seelees	VERppe	sceller
de	PRE	de
noz	DETpos	notre
seaus	NOMcom	sceau
.	PONfrt	.

Ce	PROdem	ce
fu	VERcjg	estre
an	PRE	en
l'	DETdef	le
an	NOMcom	an
de	PRE	de
le	DETdef	le
Incarnation	NOMcom	incarnation
Nostre	DETpos	notre
Seignor	NOMcom	seignor
.M	ADJcar	mille
CC	ADJcar	cent
XXX	DETcar	trente
VIII	ADJcar	huit
.	ADJcar	cinquante
,	PONfbl	,
ou	PRE.DETdef	en.le
mois	NOMcom	mois
de	PRE	de
març	NOMcom	mars
,	PONfbl	,
le	DETdef	le
mardi	NOMcom	mardi
amprés	VERppe	emprendre
mi	DETpos	mon
quaresme	NOMcom	carême
.	PONfrt	.

Jo	PROper	je
,	PONfbl	,
Ostes	NOMpro	Ostes
,	PONfbl	,
sires	NOMcom	seignor
de	PRE	de
Riuant	NOMpro	Rianwez
Wes	NOMpro	WE<unk>
,	PONfbl	,
faich	VERcjg	faire
savoir	VERinf	savoir
a	PRE	a
tous	DETind	tous
chias	PROdem	cil
ki	PROrel	qui
sunt	VERcjg	être
et	CONcoo	et
ki	PROrel	qui
venront	VERcjg	venir
ke	CONsub	que
tele	ADJind	tel
est	VERcjg	estre
li	DETdef	le
pais	NOMcom	paix
entre	PRE	entre
moi	PROper	je
,	PONfbl	,
d'	PRE	de
une	DETndf	un
part	NOMcom	part
,	PONfbl	,
et	CONcoo	et
l'	DETdef	le
abeit	NOMcom	abbé
de	PRE	de
Bonesperanceet	NOMpro	Bonne-Espérancer
le	DETdef	le
covent	NOMcom	convent
,	PONfbl	,
d'	PRE	de
autre	PROind	autre
,	PONfbl	,
d'	PRE	de
endroit	NOMcom	endroit
l'	DETdef	le
aluet	NOMcom	alleu
Saint	ADJqua	saint
Foyllien	NOMpro	Feuillien
ki	PROrel	qui
est	VERcjg	estre
ens	PRE	en
la	DETdef	le
parroche	NOMcom	paroisse
de	PRE	de
Corcelles	NOMpro	Courcelles
,	PONfbl	,
dont	PROrel	dont
plais	NOMcom	plaid
astoit	VERcjg	être
entre	PRE	entre
moi	PROper	je
et	CONcoo	et
iaus	PROper	eux
,	PONfbl	,
ke	CONsub	que
des	PRE.DETdef	de.le
bos	NOMcom	bois
conmuns	ADJqua	commun
dont	PROrel	dont
il	PROper	il
avoient	VERcjg	avoir
en	PRE	en
lor	DETpos	lor
part	NOMcom	part
de	PRE	de
.xxvi	PROcar	vingt-six
.	PONfrt	.

les	DETdef	le
.v	PROcar	cinq
.	PONfrt	.

encontre	PRE	encontre
moi	PROper	je
,	PONfbl	,
que	CONsub	que
jo	PROper	je
lor	PROper	il
enn'ai	VERcjg	aner
d'	PRE	de
une	DETndf	un
part	NOMcom	part
delivreit	VERppe	délivrer
et	CONcoo	et
fait	VERcjg	faire
aboneir	VERinf	abonner
bien	ADVgen	bien
par	PRE	par
maeur	NOMcom	maire
et	CONcoo	et
par	PRE	par
eskevins	NOMcom	échevin
.Ixii	PROcar	extreize
.	PONfrt	.

boniers	NOMcom	bonnier
quittement	ADVgen	quittement
.	PONfrt	.

Por	PRE	por
le	DETdef	le
partie	NOMcom	partie
des	PRE.DETdef	de.le
conmuns	ADJqua	commun
bos	NOMcom	bois
dunt	PROrel	dont
il	PROper	il
avoient	VERcjg	avoir
de	PRE	de
.xxvi	PROcar	vingt-six
.	PONfrt	.

les	DETdef	le
.v	PROcar	cinq
.	PONfrt	.

lor	PROper	il
a	VERcjg	avoir
je	PROper	je
rendunt	VERcjg	rendre
.lij	PROcar	cinquante
.	PONfrt	.

boniere	NOMcom	bonnière
mesureis	VERcjg	mesurer
d'	PRE	de
une	DETndf	un
part	NOMcom	part
.	PONfrt	.

Et	CONcoo	et
,	PONfbl	,
por	PRE	por
les	DETdef	le
entrepresures	NOMcom	entreprésure
qu'	PROrel	que
il	PROper	il
disoient	VERcjg	dire
ke	CONsub	que
jo	PROper	je
avoie	VERcjg	avoir
entrepris	VERppe	entreprendre
et	CONcoo	et
trait	VERppe	traire
au	PRE.DETdef	a
mien	ADJpos	mon
endemene	NOMcom	endomaine
,	PONfbl	,
se	ADVgen	si
lor	PROper	il
en	PROadv	en
a	VERcjg	avoir
je	PROper	je
rendut	VERppe	rendre
.viij	PROcar	huit
.	PONfrt	.

boniere	NOMcom	bonnière
.	PONfrt	.

Et	CONcoo	et
por	PRE	por
chiaus	PROdem	celui
de	PRE	de
Gemblues	NOMpro	Gembloux
et	CONcoo	et
por	PRE	por
chiaus	PROdem	celui
de	PRE	de
Mostiers	NOMpro	Moustier
et	CONcoo	et
les	DETdef	le
autres	ADJind	autre
parchoniers	NOMcom	parçonnier
fors	PRE	fors
chiaus	PROdem	celui
de	PRE	de
Ravie	NOMpro	Ravia
,	PONfbl	,
de	PRE	de
que	PROrel	que
jo	PROper	je
ne	ADVneg	ne
me	PROper	je
melle	VERcjg	mêler
mie	ADVneg	mie
,	PONfbl	,
lor	PROper	il
en	PROadv	en
ai	VERcjg	avoir
rendut	VERppe	rendre
.ij	PROcar	deux
.	PONfrt	.

boniere	NOMcom	bonnière
.	PONfrt	.

Et	CONcoo	et
ces	DETdem	ce
.Ixij	PROcar	soixante-deux
.	PONfrt	.

boniers	NOMcom	bonnier
lor	PROper	il
a	VERcjg	avoir
je	PROper	je
aboneis	VERppe	abonner
tous	PROind	tous
en	PRE	en
une	DETndf	un
pieche	NOMcom	pièce
,	PONfbl	,
lesqueis	PROrel	lequel
il	PROper	il
doient	VERcjg	devoir
tenir	VERinf	tenir
frankement	ADVgen	franchement
com	CONsub	come
lor	DETpos	lor
aluet	NOMcom	alleu
et	CONcoo	et
maintenier	NOMcom	mainteneur
si	ADVgen	si
com	CONsub	come
il	PROper	il
vorrunt	VERcjg	vouloir
et	CONcoo	et
justicier	VERinf	justicier
le	PROper	il
doient	VERcjg	devoir
et	CONcoo	et
puent	VERcjg	pouvoir
frankement	ADVgen	franchement
com	CONsub	come
lor	DETpos	lor
franch	ADJqua	franc
aluet	NOMcom	alleu
sens	PRE	sans
avoet	NOMcom	avoué
et	CONcoo	et
sens	PRE	sans
nul	DETind	nul
signeur	NOMcom	seigneur
terrien	ADJqua	terrien
a	PRE	a
reisde	NOMcom	rede
cho	PROdem	ce
ke	PROrel	que
,	PONfbl	,
se	CONsub	se
il	PROper	il
ville	NOMcom	ville
i	PROadv	i
faissoient	VERcjg	faire
,	PONfbl	,
li	DETdef	le
sires	NOMcom	seignor
de	PRE	de
Riuant	NOMpro	Rianwez
Wesavuoés	NOMpro	Wesavoué
seroit	VERcjg	estre
de	PRE	de
ces	DETdem	ce
honmes	NOMcom	homme
.	PONfrt	.

Et	CONcoo	et
si	ADVgen	si
volons	VERcjg	vouloir
c'	CONsub	que
on	PROind	on
sace	VERcjg	savoir
ke	CONsub	que
,	PONfbl	,
tant	ADVgen	tant
com	CONsub	come
il	PROper	il
vorrunt	VERcjg	vouloir
maintenir	VERinf	maintenir
ceste	DETdem	cest
lor	ADJpos	leur
partie	NOMcom	partie
en	PRE	en
bos	NOMcom	bois
,	PONfbl	,
tant	ADVgen	tant
i	PROadv	i
aront	VERcjg	avoir
cil	PROdem	cel
de	PRE	de
la	DETdef	le
parroche	NOMcom	paroisse
de	PRE	de
Corcelles	NOMpro	Courcelles
teil	DETind	tel
usuaire	NOMcom	usuaire
com	CONsub	come
il	PROper	il
avoier	VERinf	avoir
i	PROadv	i
suelent	VERcjg	soloir
,	PONfbl	,
sauf	PRE	sauf
cho	PROdem	ce
que	CONsub	que
il	PROper	il
en	PROadv	en
paieront	VERcjg	payer
tele	DETind	tel
rente	NOMcom	rente
com	CONsub	come
il	PROimp	il
i	PROadv	i
afiert	VERcjg	aferir
a	PRE	a
l'	DETdef	le
abeit	NOMcom	abbé
et	CONcoo	et
