Seignor	NOMcom	seignor
Dont	PROrel	dont
li	DETdef	le
mauffei	NOMcom	maufé
sunt	VERcjg	être
maubailli	VERppe	maubaillir
:	PONfbl	:
Si	ADVgen	si
orroiz	VERcjg	öir
par	PRE	par
queil	DETrel	quel
mesprison	NOMcom	mesprison
Il	PROper	il
perdirent	VERcjg	perdre
cele	DETdem	cil
prison	NOMcom	prison
.	PONfrt	.

Jadiz	ADVgen	jadis
fu	VERcjg	estre
.I	PROcar	un
.	PONfrt	.

vilainz	ADJqua	vilain
enfers	NOMcom	enfer
.	PONfrt	.

Emperelliez	VERppe	empereillier
estoit	VERcjg	estre
